instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
228,2011-01-10,Spring,0,1,18,0,1,1,Clear,0.2,0.197,0.4,0.2239,1,154,155,Evening Peak
229,2011-01-10,Spring,0,1,19,0,1,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Evening Peak
230,2011-01-10,Spring,0,1,20,0,1,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Evening Peak
231,2011-01-10,Spring,0,1,21,0,1,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,Off-peak/Night
232,2011-01-10,Spring,0,1,22,0,1,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Off-peak/Night
233,2011-01-10,Spring,0,1,23,0,1,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Off-peak/Night
234,2011-01-11,Spring,0,1,0,0,2,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Off-peak/Night
235,2011-01-11,Spring,0,1,1,0,2,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Off-peak/Night
236,2011-01-11,Spring,0,1,2,0,2,1,Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Off-peak/Night
237,2011-01-11,Spring,0,1,5,0,2,1,Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Off-peak/Night
238,2011-01-11,Spring,0,1,6,0,2,1,Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Morning Peak
239,2011-01-11,Spring,0,1,7,0,2,1,Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Morning Peak
240,2011-01-11,Spring,0,1,8,0,2,1,Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Morning Peak
241,2011-01-11,Spring,0,1,9,0,2,1,Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Morning Peak
242,2011-01-11,Spring,0,1,10,0,2,1,Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Morning Peak
243,2011-01-11,Spring,0,1,11,0,2,1,Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Mid-day
244,2011-01-11,Spring,0,1,12,0,2,1,Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Mid-day
245,2011-01-11,Spring,0,1,13,0,2,1,Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Mid-day
246,2011-01-11,Spring,0,1,14,0,2,1,Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Mid-day
247,2011-01-11,Spring,0,1,15,0,2,1,Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Mid-day
248,2011-01-11,Spring,0,1,16,0,2,1,Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Evening Peak
249,2011-01-11,Spring,0,1,17,0,2,1,Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Evening Peak
250,2011-01-11,Spring,0,1,18,0,2,1,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,94,95,Evening Peak
251,2011-01-11,Spring,0,1,19,0,2,1,Light Rain/Snow,0.16,0.2273,0.93,0.0,0,51,51,Evening Peak
252,2011-01-11,Spring,0,1,20,0,2,1,Light Rain/Snow,0.16,0.1515,0.93,0.194,0,32,32,Evening Peak
253,2011-01-11,Spring,0,1,21,0,2,1,Light Rain/Snow,0.16,0.197,0.86,0.0896,0,20,20,Off-peak/Night
254,2011-01-11,Spring,0,1,22,0,2,1,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,28,29,Off-peak/Night
255,2011-01-11,Spring,0,1,23,0,2,1,Light Rain/Snow,0.16,0.197,0.93,0.0896,1,18,19,Off-peak/Night
256,2011-01-12,Spring,0,1,0,0,3,1,Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Off-peak/Night
257,2011-01-12,Spring,0,1,1,0,3,1,Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Off-peak/Night
258,2011-01-12,Spring,0,1,2,0,3,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Off-peak/Night
259,2011-01-12,Spring,0,1,5,0,3,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Off-peak/Night
260,2011-01-12,Spring,0,1,6,0,3,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Morning Peak
261,2011-01-12,Spring,0,1,7,0,3,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Morning Peak
262,2011-01-12,Spring,0,1,8,0,3,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Morning Peak
263,2011-01-12,Spring,0,1,9,0,3,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Morning Peak
264,2011-01-12,Spring,0,1,10,0,3,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Morning Peak
265,2011-01-12,Spring,0,1,11,0,3,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Mid-day
266,2011-01-12,Spring,0,1,12,0,3,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Mid-day
267,2011-01-12,Spring,0,1,13,0,3,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,Mid-day
268,2011-01-12,Spring,0,1,14,0,3,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Mid-day
269,2011-01-12,Spring,0,1,15,0,3,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Mid-day
270,2011-01-12,Spring,0,1,16,0,3,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,Evening Peak
271,2011-01-12,Spring,0,1,17,0,3,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Evening Peak
272,2011-01-12,Spring,0,1,18,0,3,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Evening Peak
273,2011-01-12,Spring,0,1,19,0,3,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Evening Peak
274,2011-01-12,Spring,0,1,20,0,3,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Evening Peak
275,2011-01-12,Spring,0,1,21,0,3,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Off-peak/Night
276,2011-01-12,Spring,0,1,22,0,3,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Off-peak/Night
277,2011-01-12,Spring,0,1,23,0,3,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Off-peak/Night
278,2011-01-13,Spring,0,1,0,0,4,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Off-peak/Night
279,2011-01-13,Spring,0,1,1,0,4,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Off-peak/Night
280,2011-01-13,Spring,0,1,2,0,4,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Off-peak/Night
281,2011-01-13,Spring,0,1,3,0,4,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Off-peak/Night
282,2011-01-13,Spring,0,1,4,0,4,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Off-peak/Night
283,2011-01-13,Spring,0,1,5,0,4,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Off-peak/Night
284,2011-01-13,Spring,0,1,6,0,4,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Morning Peak
285,2011-01-13,Spring,0,1,7,0,4,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Morning Peak
286,2011-01-13,Spring,0,1,8,0,4,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,Morning Peak
287,2011-01-13,Spring,0,1,9,0,4,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Morning Peak
288,2011-01-13,Spring,0,1,10,0,4,1,Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Morning Peak
289,2011-01-13,Spring,0,1,11,0,4,1,Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Mid-day
290,2011-01-13,Spring,0,1,12,0,4,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Mid-day
291,2011-01-13,Spring,0,1,13,0,4,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,Mid-day
292,2011-01-13,Spring,0,1,14,0,4,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,Mid-day
293,2011-01-13,Spring,0,1,15,0,4,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Mid-day
294,2011-01-13,Spring,0,1,16,0,4,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Evening Peak
295,2011-01-13,Spring,0,1,17,0,4,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Evening Peak
296,2011-01-13,Spring,0,1,18,0,4,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Evening Peak
297,2011-01-13,Spring,0,1,19,0,4,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Evening Peak
298,2011-01-13,Spring,0,1,20,0,4,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Evening Peak
299,2011-01-13,Spring,0,1,21,0,4,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Off-peak/Night
300,2011-01-13,Spring,0,1,22,0,4,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Off-peak/Night
301,2011-01-13,Spring,0,1,23,0,4,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,Off-peak/Night
302,2011-01-14,Spring,0,1,0,0,5,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,Off-peak/Night
303,2011-01-14,Spring,0,1,1,0,5,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Off-peak/Night
304,2011-01-14,Spring,0,1,2,0,5,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Off-peak/Night
305,2011-01-14,Spring,0,1,3,0,5,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Off-peak/Night
306,2011-01-14,Spring,0,1,5,0,5,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Off-peak/Night
307,2011-01-14,Spring,0,1,6,0,5,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,Morning Peak
308,2011-01-14,Spring,0,1,7,0,5,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Morning Peak
309,2011-01-14,Spring,0,1,8,0,5,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,Morning Peak
310,2011-01-14,Spring,0,1,9,0,5,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Morning Peak
311,2011-01-14,Spring,0,1,10,0,5,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,Morning Peak
312,2011-01-14,Spring,0,1,11,0,5,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Mid-day
313,2011-01-14,Spring,0,1,12,0,5,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,Mid-day
314,2011-01-14,Spring,0,1,13,0,5,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,Mid-day
315,2011-01-14,Spring,0,1,14,0,5,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Mid-day
316,2011-01-14,Spring,0,1,15,0,5,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Mid-day
317,2011-01-14,Spring,0,1,16,0,5,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Evening Peak
318,2011-01-14,Spring,0,1,17,0,5,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Evening Peak
319,2011-01-14,Spring,0,1,18,0,5,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,Evening Peak
320,2011-01-14,Spring,0,1,19,0,5,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,Evening Peak
321,2011-01-14,Spring,0,1,20,0,5,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,Evening Peak
322,2011-01-14,Spring,0,1,21,0,5,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,Off-peak/Night
323,2011-01-14,Spring,0,1,22,0,5,1,Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Off-peak/Night
324,2011-01-14,Spring,0,1,23,0,5,1,Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Off-peak/Night
325,2011-01-15,Spring,0,1,0,0,6,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,Off-peak/Night
326,2011-01-15,Spring,0,1,1,0,6,0,Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Off-peak/Night
327,2011-01-15,Spring,0,1,2,0,6,0,Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Off-peak/Night
328,2011-01-15,Spring,0,1,3,0,6,0,Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Off-peak/Night
329,2011-01-15,Spring,0,1,4,0,6,0,Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Off-peak/Night
330,2011-01-15,Spring,0,1,5,0,6,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,Off-peak/Night
331,2011-01-15,Spring,0,1,6,0,6,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Morning Peak
332,2011-01-15,Spring,0,1,7,0,6,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,Morning Peak
333,2011-01-15,Spring,0,1,8,0,6,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Morning Peak
334,2011-01-15,Spring,0,1,9,0,6,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Morning Peak
335,2011-01-15,Spring,0,1,10,0,6,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,Morning Peak
336,2011-01-15,Spring,0,1,11,0,6,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,Mid-day
337,2011-01-15,Spring,0,1,12,0,6,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Mid-day
338,2011-01-15,Spring,0,1,13,0,6,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Mid-day
339,2011-01-15,Spring,0,1,14,0,6,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Mid-day
340,2011-01-15,Spring,0,1,15,0,6,0,Cloudy,0.32,0.3182,0.36,0.194,21,108,129,Mid-day
341,2011-01-15,Spring,0,1,16,0,6,0,Cloudy,0.34,0.3333,0.34,0.194,33,95,128,Evening Peak
342,2011-01-15,Spring,0,1,17,0,6,0,Cloudy,0.32,0.303,0.36,0.2836,29,54,83,Evening Peak
343,2011-01-15,Spring,0,1,18,0,6,0,Cloudy,0.3,0.2879,0.45,0.2537,15,69,84,Evening Peak
344,2011-01-15,Spring,0,1,19,0,6,0,Cloudy,0.32,0.303,0.39,0.2537,14,60,74,Evening Peak
345,2011-01-15,Spring,0,1,20,0,6,0,Cloudy,0.32,0.303,0.39,0.2537,6,35,41,Evening Peak
346,2011-01-15,Spring,0,1,21,0,6,0,Cloudy,0.32,0.303,0.39,0.2239,6,51,57,Off-peak/Night
347,2011-01-15,Spring,0,1,22,0,6,0,Cloudy,0.3,0.3182,0.42,0.1045,0,26,26,Off-peak/Night
348,2011-01-15,Spring,0,1,23,0,6,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Off-peak/Night
349,2011-01-16,Spring,0,1,0,0,0,0,Clear,0.26,0.303,0.56,0.0,6,33,39,Off-peak/Night
350,2011-01-16,Spring,0,1,1,0,0,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Off-peak/Night
351,2011-01-16,Spring,0,1,2,0,0,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Off-peak/Night
352,2011-01-16,Spring,0,1,3,0,0,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,Off-peak/Night
353,2011-01-16,Spring,0,1,4,0,0,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Off-peak/Night
354,2011-01-16,Spring,0,1,5,0,0,0,Cloudy,0.26,0.2576,0.56,0.1642,1,1,2,Off-peak/Night
355,2011-01-16,Spring,0,1,6,0,0,0,Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Morning Peak
356,2011-01-16,Spring,0,1,7,0,0,0,Cloudy,0.24,0.2121,0.56,0.2985,0,3,3,Morning Peak
357,2011-01-16,Spring,0,1,8,0,0,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Morning Peak
358,2011-01-16,Spring,0,1,9,0,0,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Morning Peak
359,2011-01-16,Spring,0,1,10,0,0,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Morning Peak
360,2011-01-16,Spring,0,1,11,0,0,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Mid-day
361,2011-01-16,Spring,0,1,12,0,0,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Mid-day
362,2011-01-16,Spring,0,1,13,0,0,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Mid-day
363,2011-01-16,Spring,0,1,14,0,0,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Mid-day
364,2011-01-16,Spring,0,1,15,0,0,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Mid-day
365,2011-01-16,Spring,0,1,16,0,0,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Evening Peak
366,2011-01-16,Spring,0,1,17,0,0,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Evening Peak
367,2011-01-16,Spring,0,1,18,0,0,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Evening Peak
368,2011-01-16,Spring,0,1,19,0,0,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,Evening Peak
369,2011-01-16,Spring,0,1,20,0,0,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,Evening Peak
370,2011-01-16,Spring,0,1,21,0,0,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,Off-peak/Night
371,2011-01-16,Spring,0,1,22,0,0,0,Cloudy,0.2,0.2121,0.49,0.1343,2,19,21,Off-peak/Night
372,2011-01-16,Spring,0,1,23,0,0,0,Cloudy,0.2,0.2273,0.4,0.1045,0,18,18,Off-peak/Night
373,2011-01-17,Spring,0,1,0,1,1,0,Cloudy,0.2,0.197,0.47,0.2239,1,16,17,Off-peak/Night
374,2011-01-17,Spring,0,1,1,1,1,0,Cloudy,0.2,0.197,0.44,0.194,1,15,16,Off-peak/Night
375,2011-01-17,Spring,0,1,2,1,1,0,Cloudy,0.18,0.1667,0.43,0.2537,0,8,8,Off-peak/Night
376,2011-01-17,Spring,0,1,3,1,1,0,Cloudy,0.18,0.1818,0.43,0.194,0,2,2,Off-peak/Night
377,2011-01-17,Spring,0,1,4,1,1,0,Cloudy,0.18,0.197,0.43,0.1343,1,2,3,Off-peak/Night
378,2011-01-17,Spring,0,1,5,1,1,0,Cloudy,0.18,0.197,0.43,0.1642,0,1,1,Off-peak/Night
379,2011-01-17,Spring,0,1,6,1,1,0,Cloudy,0.18,0.1818,0.43,0.194,0,5,5,Morning Peak
380,2011-01-17,Spring,0,1,7,1,1,0,Cloudy,0.16,0.1818,0.5,0.1343,4,9,13,Morning Peak
381,2011-01-17,Spring,0,1,8,1,1,0,Cloudy,0.16,0.1515,0.47,0.2239,3,30,33,Morning Peak
382,2011-01-17,Spring,0,1,9,1,1,0,Cloudy,0.16,0.1515,0.47,0.2239,8,39,47,Morning Peak
383,2011-01-17,Spring,0,1,10,1,1,0,Cloudy,0.16,0.1515,0.5,0.2537,7,50,57,Morning Peak
384,2011-01-17,Spring,0,1,11,1,1,0,Cloudy,0.16,0.1515,0.55,0.194,9,55,64,Mid-day
385,2011-01-17,Spring,0,1,12,1,1,0,Cloudy,0.18,0.197,0.47,0.1343,10,70,80,Mid-day
386,2011-01-17,Spring,0,1,13,1,1,0,Cloudy,0.18,0.197,0.47,0.1343,13,80,93,Mid-day
387,2011-01-17,Spring,0,1,14,1,1,0,Cloudy,0.18,0.2121,0.43,0.1045,12,74,86,Mid-day
388,2011-01-17,Spring,0,1,15,1,1,0,Cloudy,0.2,0.2121,0.47,0.1642,21,72,93,Mid-day
389,2011-01-17,Spring,0,1,16,1,1,0,Cloudy,0.2,0.2121,0.47,0.1642,6,76,82,Evening Peak
390,2011-01-17,Spring,0,1,17,1,1,0,Clear,0.2,0.197,0.51,0.194,4,67,71,Evening Peak
391,2011-01-17,Spring,0,1,18,1,1,0,Cloudy,0.18,0.1667,0.55,0.2537,7,85,92,Evening Peak
392,2011-01-17,Spring,0,1,19,1,1,0,Light Rain/Snow,0.18,0.1818,0.59,0.194,2,58,60,Evening Peak
393,2011-01-17,Spring,0,1,20,1,1,0,Light Rain/Snow,0.16,0.1515,0.8,0.194,4,29,33,Evening Peak
394,2011-01-17,Spring,0,1,21,1,1,0,Light Rain/Snow,0.16,0.1515,0.8,0.194,3,24,27,Off-peak/Night
395,2011-01-17,Spring,0,1,22,1,1,0,Light Rain/Snow,0.14,0.1212,0.93,0.2537,0,13,13,Off-peak/Night
396,2011-01-17,Spring,0,1,23,1,1,0,Light Rain/Snow,0.16,0.1364,0.86,0.2836,1,3,4,Off-peak/Night
397,2011-01-18,Spring,0,1,12,0,2,1,Cloudy,0.2,0.1818,0.86,0.3284,0,3,3,Mid-day
398,2011-01-18,Spring,0,1,13,0,2,1,Cloudy,0.2,0.197,0.86,0.2239,0,22,22,Mid-day
399,2011-01-18,Spring,0,1,14,0,2,1,Cloudy,0.22,0.2273,0.8,0.1642,2,26,28,Mid-day
400,2011-01-18,Spring,0,1,15,0,2,1,Cloudy,0.22,0.2273,0.87,0.1642,3,32,35,Mid-day
401,2011-01-18,Spring,0,1,16,0,2,1,Cloudy,0.22,0.2273,0.87,0.194,0,61,61,Evening Peak
402,2011-01-18,Spring,0,1,17,0,2,1,Cloudy,0.22,0.2273,0.82,0.194,1,124,125,Evening Peak
403,2011-01-18,Spring,0,1,18,0,2,1,Cloudy,0.22,0.2273,0.8,0.1642,1,132,133,Evening Peak
404,2011-01-18,Spring,0,1,19,0,2,1,Cloudy,0.22,0.2273,0.8,0.1343,1,98,99,Evening Peak
405,2011-01-18,Spring,0,1,20,0,2,1,Cloudy,0.22,0.2727,0.87,0.0,0,83,83,Evening Peak
406,2011-01-18,Spring,0,1,21,0,2,1,Cloudy,0.22,0.2424,0.93,0.1045,0,41,41,Off-peak/Night
407,2011-01-18,Spring,0,1,22,0,2,1,Cloudy,0.22,0.2576,0.93,0.0896,0,33,33,Off-peak/Night
408,2011-01-18,Spring,0,1,23,0,2,1,Cloudy,0.22,0.2727,0.93,0.0,1,19,20,Off-peak/Night
409,2011-01-19,Spring,0,1,0,0,3,1,Cloudy,0.22,0.2727,0.93,0.0,0,3,3,Off-peak/Night
410,2011-01-19,Spring,0,1,1,0,3,1,Light Rain/Snow,0.22,0.2273,0.93,0.1343,1,6,7,Off-peak/Night
411,2011-01-19,Spring,0,1,2,0,3,1,Light Rain/Snow,0.22,0.2273,0.93,0.1343,0,3,3,Off-peak/Night
412,2011-01-19,Spring,0,1,4,0,3,1,Light Rain/Snow,0.22,0.2273,0.93,0.1343,1,1,2,Off-peak/Night
413,2011-01-19,Spring,0,1,5,0,3,1,Cloudy,0.22,0.2576,0.93,0.0896,0,7,7,Off-peak/Night
414,2011-01-19,Spring,0,1,6,0,3,1,Cloudy,0.22,0.2576,0.93,0.0896,0,32,32,Morning Peak
415,2011-01-19,Spring,0,1,7,0,3,1,Cloudy,0.24,0.2576,0.92,0.1045,1,89,90,Morning Peak
416,2011-01-19,Spring,0,1,8,0,3,1,Cloudy,0.24,0.2576,0.93,0.1045,1,196,197,Morning Peak
417,2011-01-19,Spring,0,1,9,0,3,1,Cloudy,0.24,0.2576,0.93,0.1045,2,107,109,Morning Peak
418,2011-01-19,Spring,0,1,10,0,3,1,Cloudy,0.26,0.2727,0.93,0.1343,1,46,47,Morning Peak
419,2011-01-19,Spring,0,1,11,0,3,1,Cloudy,0.28,0.303,0.87,0.0896,5,47,52,Mid-day
420,2011-01-19,Spring,0,1,12,0,3,1,Cloudy,0.3,0.3182,0.81,0.0896,5,65,70,Mid-day
421,2011-01-19,Spring,0,1,13,0,3,1,Clear,0.4,0.4091,0.62,0.2836,11,67,78,Mid-day
422,2011-01-19,Spring,0,1,14,0,3,1,Clear,0.4,0.4091,0.58,0.2537,7,68,75,Mid-day
423,2011-01-19,Spring,0,1,15,0,3,1,Clear,0.4,0.4091,0.54,0.2836,4,78,82,Mid-day
424,2011-01-19,Spring,0,1,16,0,3,1,Clear,0.38,0.3939,0.58,0.3881,10,94,104,Evening Peak
425,2011-01-19,Spring,0,1,17,0,3,1,Clear,0.36,0.3333,0.57,0.3284,7,190,197,Evening Peak
426,2011-01-19,Spring,0,1,18,0,3,1,Clear,0.34,0.3182,0.61,0.2836,5,156,161,Evening Peak
427,2011-01-19,Spring,0,1,19,0,3,1,Clear,0.32,0.2879,0.57,0.4179,4,108,112,Evening Peak
428,2011-01-19,Spring,0,1,20,0,3,1,Clear,0.32,0.303,0.49,0.2985,2,74,76,Evening Peak
429,2011-01-19,Spring,0,1,21,0,3,1,Clear,0.32,0.2879,0.49,0.4179,4,55,59,Off-peak/Night
430,2011-01-19,Spring,0,1,22,0,3,1,Clear,0.3,0.303,0.52,0.1642,6,53,59,Off-peak/Night
431,2011-01-19,Spring,0,1,23,0,3,1,Clear,0.3,0.2727,0.52,0.4627,1,27,28,Off-peak/Night
432,2011-01-20,Spring,0,1,0,0,4,1,Clear,0.26,0.2273,0.56,0.3881,5,8,13,Off-peak/Night
433,2011-01-20,Spring,0,1,1,0,4,1,Clear,0.26,0.2727,0.56,0.0,2,3,5,Off-peak/Night
434,2011-01-20,Spring,0,1,2,0,4,1,Clear,0.26,0.2727,0.56,0.0,0,2,2,Off-peak/Night
435,2011-01-20,Spring,0,1,3,0,4,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Off-peak/Night
436,2011-01-20,Spring,0,1,4,0,4,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Off-peak/Night
437,2011-01-20,Spring,0,1,5,0,4,1,Clear,0.24,0.2273,0.6,0.2239,0,6,6,Off-peak/Night
438,2011-01-20,Spring,0,1,6,0,4,1,Clear,0.22,0.2121,0.6,0.2239,0,35,35,Morning Peak
439,2011-01-20,Spring,0,1,7,0,4,1,Clear,0.22,0.2121,0.55,0.2239,1,100,101,Morning Peak
440,2011-01-20,Spring,0,1,8,0,4,1,Clear,0.22,0.2121,0.55,0.2836,2,247,249,Morning Peak
441,2011-01-20,Spring,0,1,9,0,4,1,Cloudy,0.24,0.2273,0.52,0.2239,3,140,143,Morning Peak
442,2011-01-20,Spring,0,1,10,0,4,1,Clear,0.26,0.2273,0.48,0.2985,1,56,57,Morning Peak
443,2011-01-20,Spring,0,1,11,0,4,1,Cloudy,0.28,0.2727,0.45,0.1642,5,63,68,Mid-day
444,2011-01-20,Spring,0,1,12,0,4,1,Cloudy,0.3,0.3333,0.42,0.0,7,77,84,Mid-day
445,2011-01-20,Spring,0,1,13,0,4,1,Cloudy,0.28,0.2879,0.45,0.1045,12,86,98,Mid-day
446,2011-01-20,Spring,0,1,14,0,4,1,Cloudy,0.3,0.303,0.45,0.1343,6,75,81,Mid-day
447,2011-01-20,Spring,0,1,15,0,4,1,Cloudy,0.32,0.3182,0.45,0.194,8,62,70,Mid-day
448,2011-01-20,Spring,0,1,16,0,4,1,Cloudy,0.3,0.303,0.49,0.1343,8,83,91,Evening Peak
449,2011-01-20,Spring,0,1,17,0,4,1,Cloudy,0.3,0.3182,0.49,0.1045,8,207,215,Evening Peak
450,2011-01-20,Spring,0,1,18,0,4,1,Cloudy,0.26,0.2576,0.56,0.194,1,184,185,Evening Peak
451,2011-01-20,Spring,0,1,19,0,4,1,Clear,0.26,0.2273,0.56,0.3284,6,146,152,Evening Peak
452,2011-01-20,Spring,0,1,20,0,4,1,Cloudy,0.26,0.2424,0.6,0.2836,2,124,126,Evening Peak
453,2011-01-20,Spring,0,1,21,0,4,1,Cloudy,0.24,0.2273,0.6,0.2537,3,54,57,Off-peak/Night
454,2011-01-20,Spring,0,1,22,0,4,1,Cloudy,0.24,0.2121,0.65,0.2836,0,56,56,Off-peak/Night
